StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q22,Q96,Q107_1,Q99,Q114_1,Q100,Q115_1,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q101,Q116_1,Q102,Q117_1,Q103,Q118_1,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q31,Q31_DO,Q80,Q90,Q47,Q119,Q59_4,Q59_10,Q59_5,Q59_8,Q59_9,Q59_11,Q59_12,Q59_14,Q59_7,Q92,Q77,Q95,Q78,Q91,Q79_1,Q79_2,Q52,Q53,Q82,Q83,SC0,SC1,Random ID,Create New Field or Choose From Dropdown...,FL_6_DO
Anon,Anon,IP Address,Anon,100,548,TRUE,Anon,Anon,,,,,Anon,Anon,Anon,EN-GB,"I have read and agree with each of the above statements, and I agree to take part in the study.",,Couldn't answer,4.79km,Uncertain,,Couldn't answer,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,5th of March 2020,Very certain,4.79km,Very certain,Because I may be suffering from low mood,Very certain,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Browser-based Disclosure Interface,File-based Disclosure Interface|Browser-based Disclosure Interface,"I liked a simple gui. For example the file based disclosure didn't provide the information in a simple way, and I found it hard to find the things that I wanted to find.",I didn't like how the file based disclosure interface was used. The information was hard to access in my opinion and a lot of people would prefer a simpler interface.,Display the units such as km or the date in a more simple way that people understand. Most people find it easy to read a word document that has been seperated and has the correct units and information.,Nope,8,4,1,3,7,5,2,6,9,,No,,,,No knowledge,No knowledge,Male,18 - 29,UK,,21,17,95176,,Modified|Control
Anon,Anon,IP Address,Anon,100,429,TRUE,Anon,Anon,,,,,Anon,Anon,Anon,EN-GB,"I have read and agree with each of the above statements, and I agree to take part in the study.",28th August 2020,Very certain,,Couldn't answer,low exercise,Uncertain,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,28th August 2020,Very certain,4.79km,Very certain,Low mood low exercise,Very certain,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Browser-based Disclosure Interface,File-based Disclosure Interface|Browser-based Disclosure Interface,Very formal with a lot of information,very boring to look at not enough colour,help chat pop ups and more clear instructions,no,3,6,2,4,5,7,1,8,9,,No,,,,Some knowledge,Good level of knowledge,Male,18 - 29,UK,,42,23,44693,,Modified|Control
Anon,Anon,IP Address,Anon,100,2059,TRUE,Anon,Anon,,,,,Anon,Anon,Anon,EN-GB,"I have read and agree with each of the above statements, and I agree to take part in the study.",,Couldn't answer,4790m,Uncertain,improve mood,Uncertain,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,05/03/2020,Very certain,4.79km,Very certain,improve mood,Very certain,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Browser-based Disclosure Interface,File-based Disclosure Interface|Browser-based Disclosure Interface,not really a lot tbh,the first one was awful ,do the 2nd one,its amazing the data that can be collected im not getting an Apple Watch for sure,4,5,3,1,6,7,8,2,9,,No,,,,Some knowledge,Good level of knowledge,Male,18 - 29,UK,,41,34,44775,,Control|Modified
Anon,Anon,IP Address,Anon,100,818,TRUE,Anon,Anon,,,,,Anon,Anon,Anon,EN-GB,"I have read and agree with each of the above statements, and I agree to take part in the study.",,Very certain,,Very certain,,Very certain,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,05/03/2020,Very certain,4.79 km,Very certain,due to my mood being rated as low,Very certain,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Browser-based Disclosure Interface,File-based Disclosure Interface|Browser-based Disclosure Interface,clear representation of the information in the browser-based disclosure interface,the use of code identifiers instead of actual values which makes it impossible to understand the data presented in file-base disclosure interface,"understand that the user will not have any it knowledge, work with user interface expert",,3,7,1,4,5,8,6,2,9,,No,,,,Advanced knowledge,Some knowledge,Male,30 - 39,UK,,43,35,22603,,Modified|Control
Anon,Anon,IP Address,Anon,100,1048,TRUE,Anon,Anon,,,,,Anon,Anon,Anon,EN-GB,"I have read and agree with each of the above statements, and I agree to take part in the study.",,Couldn't answer,,Couldn't answer,"Because of the inference data regarding ""Wellbeing"", it showed Jason may have low mood",Very certain,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,05/03/2020,Very certain,4.79 km,Very certain,"Because of the 'low mood' diagnosis, derived from exercise data and music data.",Very certain,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Browser-based Disclosure Interface,Browser-based Disclosure Interface|File-based Disclosure Interface,"The browser-based disclosure interface was easier to understand, you could understand what the numbers actually meant eg in the browser-based interface it stated the distance he had run in a simple manner, whereas in the file-based interface it was just numbers which I did not understand.  There was no unit of measurement, so I did not know whether he had run km or miles.","The file-based interface was complex, did not display information in an easy-to-understand way, and was not easy to read, the text was small and squashed.",Space the text out more to make it easier to read and explain data in a simpler manner than the file-based interface.  ,No.,5,3,6,4,7,8,1,2,9,,No,,,,Some knowledge,Good level of knowledge,Female,30 - 39,UK,,38,28,18961,,Modified|Control
Anon,Anon,IP Address,Anon,100,580,TRUE,Anon,Anon,,,,,Anon,Anon,Anon,EN-GB,"I have read and agree with each of the above statements, and I agree to take part in the study.",,Couldn't answer,4790m? I'm not sure on the unit,Uncertain,,Couldn't answer,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,3rd of May 2020,Very certain,4.79km,Very certain,"Because the type of music and exercise was analysed, and this means they may have a low mood. Therefore this advert was shown to them, as yoga can help.",Very certain,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Browser-based Disclosure Interface,Browser-based Disclosure Interface|File-based Disclosure Interface,"Everything was clear and easy to use, it was easy to find out information.",I liked everything,"Just make things very simple, easy to use, and never underestimate how much we appreciate big clear things. ",It's hard for us to read code. ,1,5,7,2,6,8,4,3,9,,No,,,,Some knowledge,Some knowledge,Female,18 - 29,UK,,38,32,64565,,Modified|Control
Anon,Anon,IP Address,Anon,100,1585,TRUE,Anon,Anon,,,,,Anon,Anon,Anon,EN-GB,"I have read and agree with each of the above statements, and I agree to take part in the study.",1588783374,Very certain,47.9 km,Very certain,the profile shows that I may bes suffering from low mood,Uncertain,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,05/03/2020 18:39,Very certain,4.79KM,Very certain,Because my Advertising profiile showed that I may be suffering from low mood.,Very certain,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Browser-based Disclosure Interface,File-based Disclosure Interface|Browser-based Disclosure Interface,The black font and even text size. The neat and clear layout made it simple to find information at speed. ,"The file-based disclosure interface was difficult to navigate. I was distracted by the open and closed speech marks throughout the text.

Overall, I think the file-based disclosure is rather lazy - just a copy and paste effort.","To avoid distraction, stick to one colour.
Remove all speech marks.
Give values to the numbers where required, e.g. h, m, km, ft inches.

","I have had the opportunity to play, in a very basic way, with an HTML code editor and so the file-based disclosure interface style was not unfamiliar to me. However, I would suspect that for a great number of people this way of laying out data for human interrogation would be very difficult to understand. The browser-based disclosure interface is what people would expect. Cleanly laid out, making it easy to find the data you need. ",8,6,3,4,5,7,1,2,9,,No,,,,Some knowledge,Some knowledge,Female,60+,UK,,47,26,99976,,Modified|Control
Anon,Anon,IP Address,Anon,100,1151,TRUE,Anon,Anon,,,,,Anon,Anon,Anon,EN-GB,"I have read and agree with each of the above statements, and I agree to take part in the study.",,Couldn't answer,4790,Very certain,,Couldn't answer,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,"3rd of May, 2020",Very certain,4.79km,Very certain,Because exercise data and music data thought less frequent exercise and an increase in downbeat music meant the user was suffering from a low mood.,Very certain,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Browser-based Disclosure Interface,File-based Disclosure Interface|Browser-based Disclosure Interface,"I liked seeing the data known/collected about me, the browser based one was very easy to understand and I feel that it'd be accessible to everyone.","The only problem I had was with the file-based Disclosure, simply because I am not used to reading files in that way and would think that most non-technical people would struggle.",To simply try and make it accessible to non-technical people. ,I found this very interesting and would hope to see these features implemented in the future.,3,6,2,4,5,7,8,1,9,,No,,,,Good level of knowledge,Good level of knowledge,Female,18 - 29,UK,,56,37,37375,,Control|Modified
Anon,Anon,IP Address,Anon,100,1261,TRUE,Anon,Anon,,,,,Anon,Anon,Anon,EN-GB,"I have read and agree with each of the above statements, and I agree to take part in the study.",,Couldn't answer,4790,Very certain,low mood wellbeing tag for inferences for ads,Very certain,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,05/03/2020,Very certain,4.79km,Very certain,"low mood inference tag, exercise and music data of activity and music listened to",Very certain,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Browser-based Disclosure Interface,File-based Disclosure Interface|Browser-based Disclosure Interface,"For the browser based interface, I enjoyed the easy access to key information groups in a ""dashboard"" style e.g. profile, advertising

The file-based interface was organised and packaged into groups of information which was a good approach to providin the information, but not as good as the browser based interface.","I found the browser based interface to be far far easier to view/had higher visual cues than the file based interface. The file based interface was difficult to understand for the average user, feeling like it required more coding knowledge to be able to locate information readily.","A browser based interface with a style similar to a social media profile would be ideal for quick, easy and clear access to information, showing the data ""profile"" that we come to recognise from social media services.",None that can be thought of.,5,3,2,4,6,8,7,1,9,,Yes,"I wanted to see the range of data collected, and if I had unwillingly allowed access to peronal data I would not want to be seen/made available to within the service used.","Organised package of information, regardless of how complex it was to understand.",Data was confusing to navigate.,Some knowledge,No knowledge,Male,18 - 29,UK,,53,40,65386,,Control|Modified
Anon,Anon,IP Address,Anon,100,1223,TRUE,Anon,Anon,,,,,Anon,Anon,Anon,EN-GB,"I have read and agree with each of the above statements, and I agree to take part in the study.",,Couldn't answer,4790m,Very certain,running decreased and in cambridge,Uncertain,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,05/03/2020,Very certain,4.79 km,Very certain,Because the app thought you might be suffering from low mood because you were exercising less and streaming downbeat music,Very certain,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Browser-based Disclosure Interface,File-based Disclosure Interface|Browser-based Disclosure Interface,Browser based was much more easy to read and very intuitive. It was clear and easy to understand. The reasoning behind certain advertisements was made very clear,"It was much more difficult to extract data from the file based interface, it is less easy to read. It is very offputting and overwhelming for someone that might not be familiar with that layout and presentation of data",Like the browser based interface make it clear and easy to read and understand,I think if the browser based interface had not been shown first then the file based interface would have been much more difficult to interpret,1,5,7,6,8,3,2,4,9,,No,,,,Good level of knowledge,Some knowledge,Female,18 - 29,UK,,41,35,57352,,Modified|Control
Anon,Anon,IP Address,Anon,100,1209,TRUE,Anon,Anon,,,,,Anon,Anon,Anon,EN-GB,"I have read and agree with each of the above statements, and I agree to take part in the study.",1583433560,Uncertain,4790,Uncertain,,Couldn't answer,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,"5th March, 2020",Very certain,4.79km,Very certain,Exercise data and music data,Very certain,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Browser-based Disclosure Interface,File-based Disclosure Interface|Browser-based Disclosure Interface,"Browser based:
- simple questions
- neat layout

File based:
- nothing to like about it","Browser based:
- overload of information 
- the way the information was categorized

File based:
- the confusing concoction of information",Think about how the end user categorizes data as opposed to a marketing person does.,No.,7,6,4,1,8,2,5,3,9,N/A,Yes,Ensuring they weren't using outdated information on financial transactions against me.,They didn't give it in the end as I changed providers.,N/A given change of service provider.,Good level of knowledge,No knowledge,Male,30 - 39,UK,,29,24,83558,,Modified|Control
Anon,Anon,IP Address,Anon,100,665,TRUE,Anon,Anon,,,,,Anon,Anon,Anon,EN-GB,"I have read and agree with each of the above statements, and I agree to take part in the study.","Thursday, 5 March 2020 18:39:20 GMT",Very certain,4790,Uncertain,,Couldn't answer,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,5/03/2020 at 18:39:20,Very certain,4.79 km,Very certain,"because I matched the categories ""low mood"" and ""cambridge, uk""",Very certain,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Browser-based Disclosure Interface,File-based Disclosure Interface|Browser-based Disclosure Interface,"it's minimal and essential, probably very good if I'd need to further process the data via excel or similat. requires more time to understand how it's organized and it's not easy for everyone.",super easy to understand and all data are right there.,provide a guide on how to read the data and numbers,no,1,3,7,8,2,5,4,6,9,,No,,,,Advanced knowledge,Good level of knowledge,Male,30 - 39,UK,,48,36,37424,,Control|Modified
Anon,Anon,IP Address,Anon,100,1797,TRUE,Anon,Anon,,,,,Anon,Anon,Anon,EN-GB,"I have read and agree with each of the above statements, and I agree to take part in the study.",,Couldn't answer,4790,Uncertain,May be suffering from low mood and maybe interested in events and organisations in Cambridge,Very certain,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,05/03/2020,Very certain,4.79km,Very certain,Because I was exercising less and listening to more downbeat music inferring low mood and because my location is Cambridge,Very certain,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Browser-based Disclosure Interface,File-based Disclosure Interface|Browser-based Disclosure Interface,"The clean layout, font sizes and styles, the form like nature and diagrams of the browser based interface. ","The file-based interface looked too much like computer language and wasn't immediately accessible when trying to find specific information. Lack of headings and sub-headings, with a list like style and heavy use of speech marks also made the information appear cluttered.","Headings and sub-headings, easy to read fonts and font sizes, attractive layout with helpful graphs to enhance the data.",,1,3,4,8,5,6,7,2,9,,No,,,,Good level of knowledge,Some knowledge,Female,40 - 49,UK,,52,40,86002,,Control|Modified
Anon,Anon,IP Address,Anon,100,604,TRUE,Anon,Anon,,,,,Anon,Anon,Anon,EN-GB,"I have read and agree with each of the above statements, and I agree to take part in the study.",1583433560,Uncertain,4790,Very certain,because may be suffering from low mood - which is wellbeing - and yoga mentioned wellness,Very certain,Strongly disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,05-03-2020 at 18:39:20 ,Very certain,4.79km,Very certain,because of low mood and location of cambridge,Very certain,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Browser-based Disclosure Interface,Browser-based Disclosure Interface|File-based Disclosure Interface,Browser-based was simple to understand and measurments (date / time/ distance) were clear to see. ,I could understand the file based but struggled with converting to regular measurments (time or distance.),think about your user - json is an easy way to transfer data but not easily readable.,,6,4,1,5,7,8,2,3,9,,Yes,distrust of an organisation and to check the quality and accuracy of the information held,,was simple pdf data - made it very difficult to view ,Good level of knowledge,Good level of knowledge,Male,40 - 49,UK,,56,40,51142,,Control|Modified
Anon,Anon,IP Address,Anon,100,529,TRUE,Anon,Anon,,,,,Anon,Anon,Anon,EN-GB,"I have read and agree with each of the above statements, and I agree to take part in the study.",,Very certain,4790,Very certain,Maybe suffering for low mood,Very certain,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,24/05/2018,Very certain,4.79 km,Very certain,Because suffer low mood,Very certain,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Browser-based Disclosure Interface,Browser-based Disclosure Interface|File-based Disclosure Interface,The browse-based is easier,The code,Use the browser-based,No,3,1,5,8,4,6,2,7,9,,No,,,,Advanced knowledge,Advanced knowledge,Male,40 - 49,UK,,39,25,45579,,Modified|Control
Anon,Anon,IP Address,Anon,100,658,TRUE,Anon,Anon,,,,,Anon,Anon,Anon,EN-GB,"I have read and agree with each of the above statements, and I agree to take part in the study.",,Couldn't answer,4790,Very certain,,Couldn't answer,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,05/03/2020,Very certain,4.79,Very certain,"from exercise data, music, data",Very certain,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Browser-based Disclosure Interface,File-based Disclosure Interface|Browser-based Disclosure Interface,how the infos were shown to you.,nothing,I think it s good like that.,no,5,3,4,2,6,1,7,8,9,,No,,,,Good level of knowledge,No knowledge,Male,30 - 39,UK,,32,26,83627,,Modified|Control
Anon,Anon,IP Address,Anon,100,1427,TRUE,Anon,Anon,,,,,Anon,Anon,Anon,EN-GB,"I have read and agree with each of the above statements, and I agree to take part in the study.",,Couldn't answer,,Couldn't answer,,Couldn't answer,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,05/03/2020,Very certain,4.79km,Very certain,I matched to the categories: low mood and Cambridge UK,Uncertain,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Browser-based Disclosure Interface,Browser-based Disclosure Interface|File-based Disclosure Interface,"I liked that the Browser-based Disclosure was neat and orderly. It was very easy to navigate the data I was looking for. It was helpful that there were subtopics, for example the ‘personal information’ and the ‘health data’. It makes it much easier and quicker to use. I also like that the disclosure interfaces allow me to look at my own data. I think they are helpful because all of the information in them can be important for people to know.","I didn’t find it helpful when the data never had any clear subtitles. The data that had no measurements, for example distance, was very unhelpful as it was unclear as to what I was looking at. I dislike that disclosure interfaces have access to my private data. It can feel intrusive at times. ",I think that measurements are important in data. I believe that labelling subsections is vital to making the navigation easier. Perhaps a manual or a guide for users to follow in case they get stuck or require assistance. A ‘key word’ searcher so that users can quickly access the data they are looking for.,The tasks were well ordered and I learned something about disclosure interfaces.,3,2,8,4,6,5,7,1,9,,No,,,,Good level of knowledge,Some knowledge,Male,18 - 29,UK,,37,30,95619,,Modified|Control
Anon,Anon,IP Address,Anon,100,777,TRUE,Anon,Anon,,,,,Anon,Anon,Anon,EN-GB,"I have read and agree with each of the above statements, and I agree to take part in the study.",,Couldn't answer,4790m,Uncertain,,Couldn't answer,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,05/03/2020,Very certain,4.70km,Very certain,They perceived my mood was low,Very certain,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Browser-based Disclosure Interface,File-based Disclosure Interface|Browser-based Disclosure Interface,"Didn't like file based at all
Browser based clear and easy to understand","File based was like trying to decipher code
Liked all browser based",Adding small icons often help understand information,No,2,1,7,8,6,3,4,5,9,,No,,,,No knowledge,Good level of knowledge,Female,60+,UK,,54,37,36144,,Control|Modified
Anon,Anon,IP Address,Anon,100,1049,TRUE,Anon,Anon,,,,,Anon,Anon,Anon,EN-GB,"I have read and agree with each of the above statements, and I agree to take part in the study.",,Couldn't answer,4790,Very certain,One of the declared inferences suggests an association with low mental health,Very certain,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,24.05.2018,Very certain,4.79,Very certain,As a result of my declared low mental health,Very certain,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Browser-based Disclosure Interface,File-based Disclosure Interface|Browser-based Disclosure Interface,"The data presented was helpful and instructive, shedding light on areas that are important, interesting, yet unknown/unseen. ","The browser-based interface was clearer, more understandable to the less-technically-minded individuals and less unwieldy to use.","Make the browser less cumbersome and as broken down as possible, to facilitate better understanding by the average user.",,2,4,3,6,7,8,5,1,9,,No,,,,Some knowledge,No knowledge,Male,30 - 39,UK,,45,33,25475,,Modified|Control
Anon,Anon,IP Address,Anon,100,1261,TRUE,Anon,Anon,,,,,Anon,Anon,Anon,EN-GB,"I have read and agree with each of the above statements, and I agree to take part in the study.",,Couldn't answer,,Couldn't answer,,Couldn't answer,Strongly disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,05/03/2020,Very certain,4.79,Very certain,algorithm detected possible low mood by noticing downbeat music playing more often and less exercise. ,Very certain,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Browser-based Disclosure Interface,Browser-based Disclosure Interface|File-based Disclosure Interface,"I like to know why the programs made certain decisions about ""me"" based on my data. I liked the JSON interface because it makes it clear how the program is working, but the browser-based interface is easier for humans to read and make sense out of. I can only parse the JSON interface because I'm learning Python and Kotlin, and I have to use my knowledge of that to understand what's being represented. ","I don't like being a human and parsing the JSON interface because I'm not someone who has studied java / JS. The date isn't in a format that I can understand. Now, if you used Python ...
Honestly, I prefer machine-readable data to be extracted and put in a human-readable presentation.","Make it reflect the simplest answers possible to a human's possible questions. Bulk the data into tabs so that the human can read related data under different topic headings (as in the first interface, browser-based). Assume you are dealing with people who do not have the ability to see data as a block of data, but who need it to be given in tiny scraps in order for it to make sense. Only offer data in the most conventional forms, eg DD-MM-YYYY. ","It's a lovely project, and I think the only thing I would also consider is how this works with screen-reading software like JAWS. One of the main barriers for people with low sight or partial vision is that sometimes the full screen doesn't get read in a sensible way because some designers assume that all elements can be seen by a fully-sighted person. For instance, the JSON interface would be hell to understand unless you knew what to expect the screenreader to come out with.",4,6,7,1,3,8,2,9,5,"Removal of incorrect information (have experienced this with a medical service). It's not only important to verify the correct information, but also to remove incorrect information for any record. ",Yes,"I needed to have a copy of allegations made against me which had been submitted by a manager, to an occupational service board. I did this as the manager would not give me a copy of the allegations. I had to ask the board twice to send me a copy of the information, as initially I was only sent two of the four pages submitted. I was not told about any other information which they held about me. It was like extracting teeth. ",It was a typed record of what the manager had submitted.,"Initially, it was not given to me completely, and there was no pagination to highlight this. I had to beg them to check the submission again in order to get the complete report.",Some knowledge,Advanced knowledge,Other,30 - 39,UK,,38,33,45142,,Modified|Control
Anon,Anon,IP Address,Anon,100,458,TRUE,Anon,Anon,,,,,Anon,Anon,Anon,EN-GB,"I have read and agree with each of the above statements, and I agree to take part in the study.",,Couldn't answer,4790,Very certain,,Couldn't answer,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,,Couldn't answer,,Couldn't answer,by music type,Very certain,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Browser-based Disclosure Interface,File-based Disclosure Interface|Browser-based Disclosure Interface,layout was better on the browser,"I didn't like the """"'' on the file based ", make layout easier to read,,6,2,3,8,7,4,5,1,9,,Yes,to ensure no unwanted data was being stored,,,Good level of knowledge,Some knowledge,Male,18 - 29,UK,,60,36,31420,,Control|Modified
Anon,Anon,IP Address,Anon,100,1314,TRUE,Anon,Anon,,,,,Anon,Anon,Anon,EN-GB,"I have read and agree with each of the above statements, and I agree to take part in the study.",,Couldn't answer,,Couldn't answer,"Low mood and Cambridge was caught in adverts.json, prompting the advert to run.",Very certain,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,05/03/2020,Very certain,4.79km,Very certain,Suffering from Low mood and based in Cambridge.,Very certain,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Browser-based Disclosure Interface,File-based Disclosure Interface|Browser-based Disclosure Interface,"I liked the clear, tidy way the information was presented in the browser-based interface.",I did not like trying to work out how the numbers represented the time in the file-based interface.,"Make sure that the information is very easy to view for the end-user, confusing the person who requires the information will only make them frustrated. ",None.,6,1,5,3,2,7,4,8,9,,Yes,Personal archives. ,I requested medical files which were provided in paper form and I had to foot the bill.,"I have a large file, so having a digital copy, which doesn't require the use of paper (We have to pay for the admin cost), would be better. ",Good level of knowledge,Advanced knowledge,Male,30 - 39,UK,,52,37,96400,,Control|Modified
